customer_id,age,gender,location,pages_viewed,time_spent_mins,product_views,cart_additions,cart_abandonment_rate,purchase_frequency,days_since_last_purchase,total_spending,payment_method,avg_review_rating,support_interactions,review_text,churn,rfm_recency,rfm_frequency,rfm_monetary,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_total_score,engagement_score,cart_conversion_rate,avg_order_value,support_burden,age_group,polarity,subjectivity,sentiment_label,sentiment_score,cluster,segment,pca1,pca2
CUST00893,69.0,1,8,143.0,90.96,15.0,48.0,0.653,8.0,447.0,837.2,1,3.8,3.0,"Product is okay, nothing special.",1.0,447.0,8.0,837.2,3,2,1,6,0.5503,0.347,104.65,0.3333,3,0.4286,0.5357,Positive,0.7143,1,Churned 🔴,-1.5186506383661544,-0.5911194712857654
CUST00894,55.0,0,8,71.0,35.98,96.0,31.0,0.042,18.0,96.0,3835.49,1,4.8,2.0,Amazing value for money!,0.0,96.0,18.0,3835.49,1,4,3,8,0.4694,0.958,213.08,0.1053,3,0.75,0.9,Positive,0.875,0,At-Risk 🟡,-0.06860024631202344,-0.5479440250784456
CUST00895,50.0,0,0,143.0,28.83,86.0,43.0,0.296,10.0,1022.0,2872.73,0,4.3,0.0,Excellent quality and fast delivery.,0.0,1022.0,10.0,2872.73,5,2,3,10,0.5969,0.704,287.27,0.0,2,0.6,0.8,Positive,0.8,1,Churned 🔴,-0.06254137030056811,-0.2194167733079719
CUST00896,41.0,1,0,134.0,25.66,40.0,24.0,0.234,5.0,955.0,11177.74,3,3.4,7.0,"Decent product, met basic needs.",1.0,955.0,5.0,11177.74,5,1,5,11,0.4105,0.766,2235.55,1.1667,2,0.0833,0.3958,Neutral,0.5417,2,Loyal 🟢,0.34077094200307134,1.9440002795954578
CUST00897,32.0,1,6,68.0,5.94,93.0,24.0,0.277,1.0,615.0,6318.66,2,1.7,7.0,Product broke after one day.,1.0,615.0,1.0,6318.66,3,1,4,8,0.3937,0.723,6318.66,3.5,1,0.0,0.0,Neutral,0.5,2,Loyal 🟢,-1.4430559567427659,3.3004238554935257
CUST00898,47.0,1,8,22.0,17.0,89.0,49.0,0.191,23.0,507.0,1152.18,2,1.7,3.0,"Terrible experience, won't return.",0.0,507.0,23.0,1152.18,3,4,1,8,0.43,0.809,50.09,0.125,2,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,-0.03649875221070725,-1.0932009475807065
CUST00899,43.0,0,8,32.0,12.58,5.0,13.0,0.618,9.0,630.0,3411.105,0,3.0,1.0,"Product is okay, nothing special.",1.0,630.0,9.0,3411.105,3,2,3,8,0.1259,0.382,379.01,0.1,2,0.4286,0.5357,Positive,0.7143,1,Churned 🔴,-0.7932491814005237,-0.10300382447317107
CUST00900,68.0,1,9,123.0,91.78,78.0,42.0,0.663,14.0,910.0,6174.84,4,4.8,3.0,Excellent quality and fast delivery.,1.0,910.0,14.0,6174.84,5,3,4,12,0.6244,0.337,441.06,0.2,3,0.6,0.8,Positive,0.8,0,At-Risk 🟡,1.07366285685332,0.09480652336846737
CUST00901,34.0,1,8,22.0,20.73,50.0,26.0,0.148,4.0,207.0,9348.42,5,3.0,6.0,Best purchase this year!,0.0,207.0,4.0,9348.42,1,1,5,7,0.2638,0.852,2337.1,1.2,1,1.0,0.3,Positive,1.0,2,Loyal 🟢,-1.0837045285979487,1.7073203424537782
CUST00902,22.0,0,0,155.0,19.13,99.0,47.0,0.741,17.0,894.0,6036.45,3,1.7,3.0,"Not as described, very unhappy.",1.0,894.0,17.0,6036.45,5,3,4,12,0.6453,0.259,355.09,0.1667,0,-0.78,1.0,Negative,0.11,0,At-Risk 🟡,1.1762732742219875,-0.016915016233400793
CUST00903,46.0,1,7,110.0,83.46,66.0,31.0,0.25,29.0,890.0,5161.24,3,3.0,2.0,"Terrible experience, won't return.",0.0,890.0,29.0,5161.24,5,5,4,14,0.5263,0.75,177.97,0.0667,2,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,2.485220060311862,-0.6732004832910281
CUST00904,43.0,0,4,15.0,46.7,89.0,26.0,0.283,29.0,187.0,1433.85,4,3.4,9.0,Average quality for the price.,0.0,187.0,29.0,1433.85,1,5,2,8,0.3641,0.717,49.44,0.3,2,-0.15,0.4,Negative,0.425,0,At-Risk 🟡,0.41334882380760657,-1.3743117370520115
CUST00905,27.0,1,1,124.0,100.16,54.0,3.0,0.829,6.0,755.0,3412.06,4,2.9,0.0,"Decent product, met basic needs.",1.0,755.0,6.0,3412.06,4,2,3,9,0.4318,0.171,568.68,0.0,1,0.0833,0.3958,Neutral,0.5417,1,Churned 🔴,-0.6329336134134358,0.12514854923730406
CUST00906,34.0,1,0,44.0,28.12,80.0,49.0,0.901,2.0,482.0,6454.22,3,1.5,8.0,Customer support was useless.,1.0,482.0,2.0,6454.22,3,1,4,8,0.4587,0.099,3227.11,2.6667,1,-0.5,0.2,Negative,0.25,2,Loyal 🟢,-1.1558534072309135,1.8585804086533493
CUST00907,27.0,1,8,115.0,12.18,46.0,38.0,0.825,29.0,1036.0,1074.48,3,2.5,4.0,Complete waste of money.,1.0,1036.0,29.0,1074.48,5,5,1,11,0.4333,0.175,37.05,0.1333,1,-0.05,0.2,Neutral,0.475,0,At-Risk 🟡,1.3029402091903848,-1.3458233938539155
CUST00908,34.0,0,3,9.0,52.57,80.0,10.0,0.148,20.0,1001.0,3236.51,1,4.8,1.0,Highly recommend this product.,0.0,1001.0,20.0,3236.51,5,4,3,12,0.2801,0.852,161.83,0.0476,1,0.16,0.54,Positive,0.58,0,At-Risk 🟡,1.1581728483662923,-0.6077922510094009
CUST00909,37.0,1,6,34.0,10.34,11.0,47.0,0.999,26.0,431.0,622.31,2,4.8,5.0,Excellent quality and fast delivery.,0.0,431.0,26.0,622.31,2,5,1,8,0.2743,0.001,23.94,0.1852,2,0.6,0.8,Positive,0.8,0,At-Risk 🟡,0.2471151555514504,-1.4347797943285086
CUST00910,43.0,0,6,73.0,5.4,49.0,47.0,0.672,24.0,981.0,3782.77,1,3.2,1.0,Okay experience overall.,1.0,981.0,24.0,3782.77,5,4,3,12,0.4037,0.328,157.62,0.04,2,0.25,0.25,Positive,0.625,0,At-Risk 🟡,1.4801844060386962,-0.718885315239849
CUST00911,22.0,0,4,143.0,36.75,99.0,2.0,0.511,15.0,495.0,4261.15,1,3.0,5.0,Okay experience overall.,0.0,495.0,15.0,4261.15,3,3,4,10,0.469,0.489,284.08,0.3125,0,0.25,0.25,Positive,0.625,0,At-Risk 🟡,0.30841391155083137,-0.2494072263687969
CUST00912,51.0,0,0,190.0,30.56,23.0,24.0,0.955,16.0,361.0,3832.74,2,1.9,8.0,Product broke after one day.,1.0,361.0,16.0,3832.74,2,3,3,8,0.4667,0.045,239.55,0.4706,3,0.0,0.0,Neutral,0.5,1,Churned 🔴,-0.25176034066691655,-0.42763297392050065
CUST00913,23.0,1,4,45.0,63.35,55.0,23.0,0.817,1.0,328.0,3169.34,0,4.0,1.0,Highly recommend this product.,0.0,328.0,1.0,3169.34,2,1,3,6,0.3492,0.183,3169.34,0.5,0,0.16,0.54,Positive,0.58,1,Churned 🔴,-1.9785760244933444,1.3558756021807943
CUST00914,19.0,1,7,72.0,98.05,5.0,8.0,0.692,15.0,213.0,4427.04,5,1.2,0.0,"Not as described, very unhappy.",0.0,213.0,15.0,4427.04,1,3,4,8,0.2718,0.308,295.14,0.0,0,-0.78,1.0,Negative,0.11,1,Churned 🔴,-0.32953150830379774,-0.24764768320020328
CUST00915,30.0,1,5,58.0,58.39,64.0,7.0,0.838,20.0,797.0,28722.27,0,1.9,6.0,"Very disappointed, poor quality.",1.0,797.0,20.0,28722.27,4,4,5,13,0.3169,0.162,1436.11,0.2857,1,-0.6875,0.7875,Negative,0.1562,2,Loyal 🟢,3.306301442301806,3.1032105686463196
CUST00916,60.0,1,2,115.0,1.86,35.0,38.0,0.385,29.0,595.0,4871.41,0,1.0,7.0,Product broke after one day.,0.0,595.0,29.0,4871.41,3,5,4,12,0.3984,0.615,167.98,0.2333,3,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,1.7815741582116758,-0.7244320442009723
CUST00917,60.0,1,3,19.0,32.77,93.0,30.0,0.684,19.0,8.0,6983.09,0,2.5,1.0,Customer support was useless.,0.0,8.0,19.0,6983.09,1,4,4,9,0.377,0.316,367.53,0.05,3,-0.5,0.2,Negative,0.25,0,At-Risk 🟡,0.4829674268726733,-0.09108784418998596
CUST00918,65.0,0,2,16.0,46.08,69.0,16.0,0.191,0.0,252.0,1066.71,4,4.4,3.0,Excellent quality and fast delivery.,0.0,252.0,0.0,1066.71,2,1,1,4,0.2844,0.809,0.0,3.0,3,0.6,0.8,Positive,0.8,1,Churned 🔴,-2.681378094543415,-0.29172151093299775
CUST00919,28.0,1,5,75.0,120.4,54.0,42.0,0.988,13.0,727.0,3775.36,1,4.9,7.0,Excellent quality and fast delivery.,1.0,727.0,13.0,3775.36,4,3,3,10,0.5389,0.012,290.41,0.5,1,0.6,0.8,Positive,0.8,0,At-Risk 🟡,0.24231436469548348,-0.30039918595650295
CUST00920,68.0,1,3,106.0,14.08,3.0,30.0,0.589,15.0,747.0,37.67,4,3.7,3.0,"It works, but nothing amazing.",1.0,747.0,15.0,37.67,4,3,1,8,0.3033,0.411,2.51,0.1875,3,0.6,0.9,Positive,0.8,1,Churned 🔴,-0.5849113760595774,-0.9679383518568201
CUST00921,64.0,1,2,136.0,5.59,6.0,3.0,0.814,22.0,737.0,159.82,4,4.0,8.0,"Loved it, will buy again.",1.0,737.0,22.0,159.82,4,4,1,9,0.2361,0.186,7.26,0.3478,3,0.7,0.8,Positive,0.85,0,At-Risk 🟡,0.1776388083161568,-1.250901807486347
CUST00922,40.0,0,3,161.0,57.51,87.0,3.0,0.407,8.0,934.0,1946.58,2,2.1,0.0,Complete waste of money.,1.0,934.0,8.0,1946.58,5,2,2,9,0.5015,0.593,243.32,0.0,2,-0.05,0.2,Neutral,0.475,1,Churned 🔴,-0.6399279373198014,-0.2383360844683557
CUST00923,33.0,1,4,74.0,11.46,56.0,36.0,0.759,16.0,312.0,3142.42,0,3.1,9.0,Average quality for the price.,1.0,312.0,16.0,3142.42,2,3,3,8,0.3828,0.241,196.4,0.5294,1,-0.15,0.4,Negative,0.425,1,Churned 🔴,-0.29936870153289497,-0.5460115945898288
CUST00924,48.0,0,1,18.0,27.35,2.0,7.0,0.387,7.0,602.0,3411.105,3,3.9,6.0,"It works, but nothing amazing.",0.0,602.0,7.0,3411.105,3,2,3,8,0.093,0.613,487.3,0.75,2,0.6,0.9,Positive,0.8,1,Churned 🔴,-0.9448590899944342,0.029668106695979968
CUST00925,28.0,1,9,163.0,14.82,82.0,41.0,0.59,8.0,76.0,10946.48,0,3.0,2.0,Okay experience overall.,0.0,76.0,8.0,10946.48,1,2,5,8,0.5937,0.41,1368.31,0.2222,1,0.25,0.25,Positive,0.625,2,Loyal 🟢,-0.23628809096493025,1.2796184069608874
CUST00926,33.0,0,3,43.0,15.44,94.0,48.0,0.778,1.0,802.0,7386.71,1,1.4,9.0,Product broke after one day.,1.0,802.0,1.0,7386.71,4,1,4,9,0.4658,0.222,7386.71,4.5,1,0.0,0.0,Neutral,0.5,2,Loyal 🟢,-1.0886896049103125,3.9090607153639807
CUST00927,25.0,0,5,50.0,39.56,38.0,5.0,0.116,12.0,620.0,1783.21,4,4.0,2.0,Best purchase this year!,0.0,620.0,12.0,1783.21,3,3,2,8,0.221,0.884,148.6,0.1538,0,1.0,0.3,Positive,1.0,1,Churned 🔴,-0.6964698850059416,-0.5318540931922966
CUST00928,21.0,1,4,3.0,13.46,56.0,8.0,0.357,0.0,151.0,6802.82,1,3.0,6.0,"Not as described, very unhappy.",0.0,151.0,0.0,6802.82,1,1,4,6,0.1663,0.643,0.0,6.0,0,-0.78,1.0,Negative,0.11,1,Churned 🔴,-1.722696508343297,0.49641731682800844
CUST00929,57.0,1,9,59.0,35.43,5.0,41.0,0.545,21.0,575.0,3985.78,4,1.4,5.0,"Very disappointed, poor quality.",0.0,575.0,21.0,3985.78,3,4,3,10,0.3068,0.455,189.8,0.2273,3,-0.6875,0.7875,Negative,0.1562,0,At-Risk 🟡,0.6091421234194025,-0.54688742939185
CUST00930,21.0,1,4,28.0,20.73,46.0,7.0,0.334,29.0,154.0,7552.07,4,2.9,2.0,Average quality for the price.,0.0,154.0,29.0,7552.07,1,5,4,10,0.1887,0.666,260.42,0.0667,0,-0.15,0.4,Negative,0.425,0,At-Risk 🟡,1.4354639435924303,-0.46591739634832297
CUST00931,42.0,1,7,46.0,11.78,11.0,31.0,0.309,6.0,573.0,2647.07,4,1.3,1.0,"Terrible experience, won't return.",0.0,573.0,6.0,2647.07,3,2,2,7,0.2301,0.691,441.18,0.1429,2,-1.0,1.0,Negative,0.0,1,Churned 🔴,-1.4044948286673604,-0.001960639782142564
CUST00932,20.0,0,8,64.0,11.53,65.0,14.0,0.282,17.0,1076.0,481.97,3,3.5,5.0,Okay experience overall.,1.0,1076.0,17.0,481.97,5,3,1,9,0.298,0.718,28.35,0.2778,0,0.25,0.25,Positive,0.625,0,At-Risk 🟡,-0.16511480681343316,-0.9332599666586251
CUST00933,49.0,0,6,70.0,41.45,10.0,17.0,0.228,20.0,143.0,4818.06,0,3.6,9.0,"Decent product, met basic needs.",0.0,143.0,20.0,4818.06,1,4,4,9,0.2449,0.772,240.9,0.4286,2,0.0833,0.3958,Neutral,0.5417,0,At-Risk 🟡,0.33430101778780763,-0.4440542244407836
CUST00934,20.0,0,7,47.0,11.33,41.0,22.0,0.849,4.0,506.0,4071.35,4,2.0,6.0,Product broke after one day.,1.0,506.0,4.0,4071.35,3,1,3,7,0.2557,0.151,1017.84,1.2,0,0.0,0.0,Neutral,0.5,1,Churned 🔴,-1.4063092707857057,0.46255403836727654
CUST00935,44.0,0,5,142.0,20.73,44.0,4.0,0.924,6.0,772.0,15352.66,2,4.9,8.0,"Great product, very happy!",1.0,772.0,6.0,15352.66,4,2,5,11,0.3446,0.076,2558.78,1.1429,2,0.9,0.875,Positive,0.95,2,Loyal 🟢,0.79845070478831,2.463334422357834
CUST00936,46.0,1,0,135.0,34.99,90.0,49.0,0.7,11.0,944.0,884.46,5,4.3,8.0,Best purchase this year!,1.0,944.0,11.0,884.46,5,2,1,8,0.6246,0.3,80.41,0.6667,2,1.0,0.3,Positive,1.0,1,Churned 🔴,-0.713962506720703,-0.6835788906645798
CUST00937,49.0,1,0,159.0,32.23,33.0,26.0,0.03,26.0,191.0,5337.5,5,1.4,8.0,"Terrible experience, won't return.",0.0,191.0,26.0,5337.5,1,5,4,10,0.4502,0.97,205.29,0.2963,2,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,1.0267897523054579,-0.5684626387014992
CUST00938,67.0,0,6,106.0,27.74,91.0,32.0,0.786,16.0,388.0,3212.97,4,4.0,9.0,"Great product, very happy!",1.0,388.0,16.0,3212.97,2,3,3,8,0.5059,0.214,200.81,0.5294,3,0.9,0.875,Positive,0.95,1,Churned 🔴,-0.23731737684399293,-0.5655274203989484
CUST00939,68.0,1,4,81.0,16.01,56.0,1.0,0.532,25.0,483.0,2381.5,0,2.4,0.0,"Very disappointed, poor quality.",0.0,483.0,25.0,2381.5,3,5,2,10,0.259,0.468,95.26,0.0,3,-0.6875,0.7875,Negative,0.1562,0,At-Risk 🟡,0.7963213707760421,-0.9886799575167246
CUST00940,36.0,0,1,51.0,14.02,12.0,41.0,0.758,23.0,227.0,7913.19,0,4.0,3.0,"Loved it, will buy again.",0.0,227.0,23.0,7913.19,2,4,5,11,0.2824,0.242,344.05,0.125,2,0.7,0.8,Positive,0.85,0,At-Risk 🟡,1.4335310104805359,-0.1460042865233839
CUST00941,38.0,1,5,29.0,24.94,2.0,37.0,0.437,4.0,583.0,8320.8,3,4.2,3.0,Excellent quality and fast delivery.,1.0,583.0,4.0,8320.8,3,1,5,9,0.2266,0.563,2080.2,0.6,2,0.6,0.8,Positive,0.8,2,Loyal 🟢,-0.5037643671520894,1.479876614871031
CUST00942,22.0,1,6,113.0,1.97,1.0,27.0,0.041,11.0,160.0,6269.33,4,1.6,9.0,Worst purchase ever made.,0.0,160.0,11.0,6269.33,1,2,4,7,0.2828,0.959,569.94,0.75,0,-1.0,1.0,Negative,0.0,1,Churned 🔴,-0.8247299297482202,0.28203622052178107
CUST00943,35.0,2,9,143.0,62.58,65.0,23.0,0.682,18.0,477.0,436.52,2,3.6,7.0,"Decent product, met basic needs.",1.0,477.0,18.0,436.52,3,4,1,8,0.5162,0.318,24.25,0.3684,1,0.0833,0.3958,Neutral,0.5417,1,Churned 🔴,-0.32167966329303466,-1.0526007086895888
CUST00944,45.0,1,9,128.0,52.34,33.0,20.0,0.444,12.0,688.0,2116.45,3,4.5,2.0,Best purchase this year!,0.0,688.0,12.0,2116.45,4,3,2,9,0.4043,0.556,176.37,0.1538,2,1.0,0.3,Positive,1.0,1,Churned 🔴,-0.30217357489758245,-0.4892031156954877
CUST00945,59.0,2,0,90.0,12.76,86.0,30.0,0.874,15.0,308.0,239.39,3,2.3,0.0,Product broke after one day.,0.0,308.0,15.0,239.39,2,3,1,6,0.4452,0.126,15.96,0.0,3,0.0,0.0,Neutral,0.5,1,Churned 🔴,-1.1366717229104155,-0.9885209932166182
CUST00946,39.0,2,8,25.0,25.1,76.0,10.0,0.738,28.0,106.0,2105.54,4,1.3,2.0,"Not as described, very unhappy.",0.0,106.0,28.0,2105.54,1,5,2,8,0.2622,0.262,75.2,0.069,2,-0.78,1.0,Negative,0.11,0,At-Risk 🟡,0.3669363107530332,-1.2116268927353016
CUST00947,38.0,0,4,189.0,80.75,36.0,49.0,0.36,24.0,877.0,5219.45,4,1.1,5.0,Product broke after one day.,1.0,877.0,24.0,5219.45,5,4,4,13,0.6534,0.64,217.48,0.2,2,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,1.824454656053833,-0.4155747085928971
CUST00948,23.0,0,0,41.0,9.51,21.0,27.0,0.724,26.0,610.0,3656.39,3,1.4,6.0,Worst purchase ever made.,1.0,610.0,26.0,3656.39,3,5,3,11,0.224,0.276,140.63,0.2222,0,-1.0,1.0,Negative,0.0,0,At-Risk 🟡,1.2037947824695896,-0.8094023253379107
CUST00949,18.0,0,1,69.0,40.7,84.0,47.0,0.495,18.0,314.0,6069.05,3,1.0,8.0,Never buying from here again.,0.0,314.0,18.0,6069.05,2,4,4,10,0.512,0.505,337.17,0.4211,0,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,0.5775068528884628,-0.08643135074304503
CUST00950,22.0,0,6,4.0,2.59,36.0,39.0,0.199,22.0,360.0,4008.81,3,2.3,4.0,Complete waste of money.,0.0,360.0,22.0,4008.81,2,4,3,9,0.238,0.801,182.22,0.1739,0,-0.05,0.2,Neutral,0.475,0,At-Risk 🟡,0.3797409818405884,-0.62284899047181
CUST00951,58.0,1,3,105.0,22.23,26.0,3.0,0.42,9.0,490.0,4057.56,1,3.0,4.0,"Not as described, very unhappy.",0.0,490.0,9.0,4057.56,3,2,3,8,0.2503,0.58,450.84,0.4,3,-0.78,1.0,Negative,0.11,1,Churned 🔴,-0.7468729056986445,0.017973757778582913
CUST00952,29.0,1,1,185.0,64.62,47.0,42.0,0.223,11.0,491.0,3576.61,3,1.4,2.0,Product broke after one day.,0.0,491.0,11.0,3576.61,3,2,3,8,0.6217,0.777,325.15,0.1667,1,0.0,0.0,Neutral,0.5,1,Churned 🔴,-0.6278910963407284,-0.1422519845372009
CUST00953,43.0,0,3,31.0,24.07,95.0,41.0,0.005,6.0,1051.0,2265.34,0,3.0,2.0,Okay experience overall.,1.0,1051.0,6.0,2265.34,5,2,2,9,0.4324,0.995,377.56,0.2857,2,0.25,0.25,Positive,0.625,1,Churned 🔴,-0.7777796999568243,-0.044435703080399507
CUST00954,63.0,1,4,131.0,28.73,1.0,15.0,0.247,13.0,285.0,2958.05,5,5.0,8.0,"Great product, very happy!",0.0,285.0,13.0,2958.05,2,3,3,8,0.295,0.753,227.54,0.5714,3,0.9,0.875,Positive,0.95,1,Churned 🔴,-0.5063272008109987,-0.4344657971485553
CUST00955,51.0,1,6,117.0,71.46,38.0,11.0,0.21,9.0,533.0,596.38,2,4.6,2.0,"Loved it, will buy again.",0.0,533.0,9.0,596.38,3,2,1,6,0.3854,0.79,66.26,0.2,3,0.7,0.8,Positive,0.85,1,Churned 🔴,-1.5061399585356865,-0.6687417605535839
CUST00956,66.0,1,9,195.0,37.7,14.0,21.0,0.004,27.0,1079.0,8994.18,2,2.0,2.0,Never buying from here again.,0.0,1079.0,27.0,8994.18,5,5,5,15,0.4528,0.996,333.12,0.0714,3,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,2.865683138936788,0.025870843902543402
CUST00957,31.0,0,9,90.0,35.71,90.0,34.0,0.784,7.0,995.0,11000.67,5,4.1,8.0,Excellent quality and fast delivery.,1.0,995.0,7.0,11000.67,5,2,5,12,0.4976,0.216,1571.52,1.0,1,0.6,0.8,Positive,0.8,2,Loyal 🟢,0.8646085575002378,1.5111227640364664
CUST00958,43.0,0,7,178.0,26.48,46.0,42.0,0.077,14.0,78.0,7267.96,4,4.7,3.0,Amazing value for money!,0.0,78.0,14.0,7267.96,1,3,4,8,0.562,0.923,519.14,0.2,2,0.75,0.9,Positive,0.875,1,Churned 🔴,-0.07034999735220898,0.1796577751416034
CUST00959,62.0,1,9,145.0,30.07,42.0,15.0,0.449,25.0,509.0,4380.38,3,4.6,5.0,Highly recommend this product.,0.0,509.0,25.0,4380.38,3,5,4,12,0.4006,0.551,175.22,0.1923,3,0.16,0.54,Positive,0.58,0,At-Risk 🟡,1.6064497503140236,-0.7039113971268317
CUST00960,44.0,0,5,188.0,48.84,7.0,23.0,0.418,15.0,624.0,4210.32,2,4.5,0.0,Super satisfied with purchase.,0.0,624.0,15.0,4210.32,3,3,4,10,0.4499,0.582,280.69,0.0,2,0.4167,0.8333,Positive,0.7083,0,At-Risk 🟡,0.3606571591993143,-0.2930688926462648
CUST00961,43.0,0,7,66.0,116.23,55.0,34.0,0.181,7.0,374.0,3411.105,2,4.1,1.0,"Great product, very happy!",0.0,374.0,7.0,3411.105,2,2,3,7,0.4902,0.819,487.3,0.125,2,0.9,0.875,Positive,0.95,1,Churned 🔴,-1.1454098558744863,-0.008852231270733769
CUST00962,43.0,0,7,88.0,47.59,56.0,27.0,0.967,3.0,647.0,1315.58,0,2.2,2.0,"Not as described, very unhappy.",1.0,647.0,3.0,1315.58,4,1,2,7,0.4126,0.033,438.53,0.5,2,-0.78,1.0,Negative,0.11,1,Churned 🔴,-1.5947998488197688,-0.10397416235154543
CUST00963,64.0,0,9,24.0,36.88,76.0,41.0,0.604,29.0,706.0,2420.95,0,1.3,1.0,"Not as described, very unhappy.",0.0,706.0,29.0,2420.95,4,5,2,11,0.3993,0.396,83.48,0.0333,3,-0.78,1.0,Negative,0.11,0,At-Risk 🟡,1.352735425129689,-1.1157353226088282
CUST00964,39.0,0,0,99.0,4.37,63.0,28.0,0.814,16.0,582.0,22978.98,1,3.0,9.0,"Product is okay, nothing special.",1.0,582.0,16.0,22978.98,3,3,5,11,0.3939,0.186,1436.19,0.5294,2,0.4286,0.5357,Positive,0.7143,2,Loyal 🟢,2.051147726156949,2.495985692728493
CUST00965,43.0,1,8,160.0,50.96,24.0,20.0,0.496,3.0,815.0,787.97,5,1.2,2.0,"Terrible experience, won't return.",1.0,815.0,3.0,787.97,4,1,1,6,0.4326,0.504,262.66,0.5,2,-1.0,1.0,Negative,0.0,1,Churned 🔴,-1.9818381043463404,-0.2194891631884707
CUST00966,47.0,0,8,105.0,20.73,83.0,47.0,0.723,21.0,897.0,3911.9,1,3.0,4.0,Highly recommend this product.,1.0,897.0,21.0,3911.9,5,4,3,12,0.5396,0.277,186.28,0.1818,2,0.16,0.54,Positive,0.58,0,At-Risk 🟡,1.3030659823477684,-0.5573356818157243
CUST00967,60.0,1,5,19.0,44.15,73.0,24.0,0.97,25.0,1015.0,10069.24,2,2.4,0.0,"Not as described, very unhappy.",1.0,1015.0,25.0,10069.24,5,5,5,15,0.3267,0.03,402.77,0.0,3,-0.78,1.0,Negative,0.11,0,At-Risk 🟡,2.879037797103321,0.20321515117945818
CUST00968,65.0,0,2,66.0,7.88,99.0,38.0,0.348,10.0,463.0,3016.55,4,4.8,0.0,Best purchase this year!,0.0,463.0,10.0,3016.55,3,2,3,8,0.4612,0.652,301.66,0.0,3,1.0,0.3,Positive,1.0,1,Churned 🔴,-0.6420070001937341,-0.27132390164220455
CUST00969,34.0,2,0,60.0,70.13,4.0,30.0,0.504,12.0,193.0,4652.08,2,4.1,6.0,"Perfect, exactly what I needed.",0.0,193.0,12.0,4652.08,1,3,4,8,0.3052,0.496,387.67,0.4615,1,0.625,0.625,Positive,0.8125,1,Churned 🔴,-0.4508429811652031,-0.10836566660098988
CUST00970,43.0,1,2,115.0,3.07,42.0,14.0,0.515,5.0,1027.0,8795.29,4,3.0,8.0,"It works, but nothing amazing.",1.0,1027.0,5.0,8795.29,5,1,5,11,0.318,0.485,1759.06,1.3333,2,0.6,0.9,Positive,0.8,2,Loyal 🟢,0.16613999394249362,1.4394259112922467
CUST00971,53.0,1,3,194.0,8.78,96.0,46.0,0.992,21.0,348.0,3965.52,2,1.5,8.0,"Very disappointed, poor quality.",1.0,348.0,21.0,3965.52,2,4,3,9,0.6812,0.008,188.83,0.3636,3,-0.6875,0.7875,Negative,0.1562,0,At-Risk 🟡,0.41973629400226176,-0.62480947944825
CUST00972,18.0,0,0,15.0,32.63,70.0,41.0,0.233,13.0,826.0,6573.95,0,3.0,6.0,"Not as described, very unhappy.",1.0,826.0,13.0,6573.95,4,3,4,11,0.3683,0.767,505.69,0.4286,0,-0.78,1.0,Negative,0.11,0,At-Risk 🟡,0.5887339289328812,0.2722138527472397
CUST00973,25.0,1,6,85.0,33.6,28.0,34.0,0.675,27.0,911.0,2132.98,3,3.7,1.0,"Product is okay, nothing special.",0.0,911.0,27.0,2132.98,5,5,2,12,0.3622,0.325,79.0,0.0357,0,0.4286,0.5357,Positive,0.7143,0,At-Risk 🟡,1.564571366573912,-1.0996354864213658
CUST00974,66.0,0,2,163.0,11.28,92.0,37.0,0.138,6.0,491.0,6602.97,2,4.3,6.0,"Loved it, will buy again.",0.0,491.0,6.0,6602.97,3,2,4,9,0.5935,0.862,1100.5,0.8571,3,0.7,0.8,Positive,0.85,1,Churned 🔴,-0.4073827550476232,0.7542651827704382
CUST00975,52.0,1,5,197.0,36.27,40.0,49.0,0.927,11.0,426.0,209.43,1,4.9,8.0,Best purchase this year!,1.0,426.0,11.0,209.43,2,2,1,5,0.6186,0.073,19.04,0.6667,3,1.0,0.3,Positive,1.0,1,Churned 🔴,-1.600996865649334,-0.9184304062385944
CUST00976,69.0,1,5,155.0,14.73,51.0,21.0,0.59,26.0,245.0,829.68,4,1.5,6.0,Never buying from here again.,0.0,245.0,26.0,829.68,2,5,1,8,0.4389,0.41,31.91,0.2222,3,0.0,0.0,Neutral,0.5,0,At-Risk 🟡,0.15425201476752523,-1.2946825017266104
CUST00977,32.0,2,0,88.0,1.0,29.0,4.0,0.859,0.0,736.0,5070.84,4,1.6,1.0,Product broke after one day.,1.0,736.0,0.0,5070.84,4,1,4,9,0.2085,0.141,0.0,1.0,1,0.0,0.0,Neutral,0.5,1,Churned 🔴,-0.965102536417798,0.38155464501497643
CUST00978,64.0,0,7,7.0,5.32,42.0,47.0,0.895,9.0,684.0,2979.69,2,1.2,6.0,Product broke after one day.,1.0,684.0,9.0,2979.69,4,2,3,9,0.29,0.105,331.08,0.6,3,0.0,0.0,Neutral,0.5,1,Churned 🔴,-0.5552470120918267,-0.1179512952245605
