customer_id,age,gender,location,pages_viewed,time_spent_mins,product_views,cart_additions,cart_abandonment_rate,purchase_frequency,days_since_last_purchase,total_spending,payment_method,avg_review_rating,support_interactions,review_text,churn
CUST00921,64.0,Male,Chennai,136,5.59,6,3,0.814,22,737,159.82,UPI,4.0,8,"Loved it, will buy again.",1
CUST00922,40.0,Female,Delhi,161,57.51,87,3,0.407,8,934,1946.58,Debit Card,2.1,0,Complete waste of money.,1
CUST00923,33.0,Male,Hyderabad,74,11.46,56,36,0.759,16,312,3142.42,COD,3.1,9,Average quality for the price.,1
CUST00924,48.0,Female,Bangalore,18,27.35,2,7,0.387,7,602,,Net Banking,3.9,6,"It works, but nothing amazing.",0
CUST00925,28.0,Male,Surat,163,14.82,82,41,0.59,8,76,10946.48,COD,3.0,2,Okay experience overall.,0
CUST00926,33.0,Female,Delhi,43,15.44,94,48,0.778,1,802,7386.71,Credit Card,1.4,9,Product broke after one day.,1
CUST00927,25.0,Female,Jaipur,50,39.56,38,5,0.116,12,620,1783.21,UPI,4.0,2,Best purchase this year!,0
CUST00928,21.0,Male,Hyderabad,3,13.46,56,8,0.357,0,151,6802.82,Credit Card,,6,"Not as described, very unhappy.",0
CUST00929,57.0,Male,Surat,59,35.43,5,41,0.545,21,575,3985.78,UPI,1.4,5,"Very disappointed, poor quality.",0
CUST00930,21.0,Male,Hyderabad,28,,46,7,0.334,29,154,7552.07,UPI,2.9,2,Average quality for the price.,0
CUST00931,42.0,Male,Mumbai,46,11.78,11,31,0.309,6,573,2647.07,UPI,1.3,1,"Terrible experience, won't return.",0
CUST00932,20.0,Female,Pune,64,11.53,65,14,0.282,17,1076,481.97,Net Banking,3.5,5,Okay experience overall.,1
CUST00933,49.0,Female,Kolkata,70,41.45,10,17,0.228,20,143,4818.06,COD,3.6,9,"Decent product, met basic needs.",0
CUST00934,20.0,Female,Mumbai,47,11.33,41,22,0.849,4,506,4071.35,UPI,2.0,6,Product broke after one day.,1
CUST00935,44.0,Female,Jaipur,142,,44,4,0.924,6,772,15352.66,Debit Card,4.9,8,"Great product, very happy!",1
CUST00936,46.0,Male,Ahmedabad,135,34.99,90,49,0.7,11,944,884.46,Wallet,4.3,8,Best purchase this year!,1
CUST00937,49.0,Male,Ahmedabad,159,32.23,33,26,0.03,26,191,5337.5,Wallet,1.4,8,"Terrible experience, won't return.",0
CUST00938,67.0,Female,Kolkata,106,27.74,91,32,0.786,16,388,3212.97,UPI,4.0,9,"Great product, very happy!",1
CUST00939,68.0,Male,Hyderabad,81,16.01,56,1,0.532,25,483,2381.5,COD,2.4,0,"Very disappointed, poor quality.",0
CUST00940,36.0,Female,Bangalore,51,14.02,12,41,0.758,23,227,7913.19,COD,4.0,3,"Loved it, will buy again.",0
CUST00941,38.0,Male,Jaipur,29,24.94,2,37,0.437,4,583,8320.8,Net Banking,4.2,3,Excellent quality and fast delivery.,1
CUST00942,22.0,Male,Kolkata,113,1.97,1,27,0.041,11,160,6269.33,UPI,1.6,9,Worst purchase ever made.,0
CUST00943,35.0,Other,Surat,143,62.58,65,23,0.682,18,477,436.52,Debit Card,3.6,7,"Decent product, met basic needs.",1
CUST00944,45.0,Male,Surat,128,52.34,33,20,0.444,12,688,2116.45,Net Banking,4.5,2,Best purchase this year!,0
CUST00945,59.0,Other,Ahmedabad,90,12.76,86,30,0.874,15,308,239.39,Net Banking,2.3,0,Product broke after one day.,0
CUST00946,39.0,Other,Pune,25,25.1,76,10,0.738,28,106,2105.54,UPI,1.3,2,"Not as described, very unhappy.",0
CUST00947,38.0,Female,Hyderabad,189,80.75,36,49,0.36,24,877,5219.45,UPI,1.1,5,Product broke after one day.,1
CUST00948,23.0,Female,Ahmedabad,41,9.51,21,27,0.724,26,610,3656.39,Net Banking,1.4,6,Worst purchase ever made.,1
CUST00949,18.0,Female,Bangalore,69,40.7,84,47,0.495,18,314,6069.05,Net Banking,1.0,8,Never buying from here again.,0
CUST00950,22.0,Female,Kolkata,4,2.59,36,39,0.199,22,360,4008.81,Net Banking,2.3,4,Complete waste of money.,0
CUST00951,58.0,Male,Delhi,105,22.23,26,3,0.42,9,490,4057.56,Credit Card,,4,"Not as described, very unhappy.",0
CUST00952,29.0,Male,Bangalore,185,64.62,47,42,0.223,11,491,3576.61,Net Banking,1.4,2,Product broke after one day.,0
CUST00953,43.0,Female,Delhi,31,24.07,95,41,0.005,6,1051,2265.34,COD,,2,Okay experience overall.,1
CUST00954,63.0,Male,Hyderabad,131,28.73,1,15,0.247,13,285,2958.05,Wallet,5.0,8,"Great product, very happy!",0
CUST00955,51.0,Male,Kolkata,117,71.46,38,11,0.21,9,533,596.38,Debit Card,4.6,2,"Loved it, will buy again.",0
CUST00956,66.0,Male,Surat,195,37.7,14,21,0.004,27,1079,8994.18,Debit Card,2.0,2,Never buying from here again.,0
CUST00957,31.0,Female,Surat,90,35.71,90,34,0.784,7,995,11000.67,Wallet,4.1,8,Excellent quality and fast delivery.,1
CUST00958,43.0,Female,Mumbai,178,26.48,46,42,0.077,14,78,7267.96,UPI,4.7,3,Amazing value for money!,0
CUST00959,62.0,Male,Surat,145,30.07,42,15,0.449,25,509,4380.38,Net Banking,4.6,5,Highly recommend this product.,0
CUST00960,44.0,Female,Jaipur,188,48.84,7,23,0.418,15,624,4210.32,Debit Card,4.5,0,Super satisfied with purchase.,0
CUST00961,,Female,Mumbai,66,116.23,55,34,0.181,7,374,,Debit Card,4.1,1,"Great product, very happy!",0
CUST00962,,Female,Mumbai,88,47.59,56,27,0.967,3,647,1315.58,COD,2.2,2,"Not as described, very unhappy.",1
CUST00963,64.0,Female,Surat,24,36.88,76,41,0.604,29,706,2420.95,COD,1.3,1,"Not as described, very unhappy.",0
CUST00964,39.0,Female,Ahmedabad,99,4.37,63,28,0.814,16,582,22978.98,Credit Card,3.0,9,"Product is okay, nothing special.",1
CUST00965,,Male,Pune,160,50.96,24,20,0.496,3,815,787.97,Wallet,1.2,2,"Terrible experience, won't return.",1
CUST00966,47.0,Female,Pune,105,,83,47,0.723,21,897,3911.9,Credit Card,,4,Highly recommend this product.,1
CUST00967,60.0,Male,Jaipur,19,44.15,73,24,0.97,25,1015,10069.24,Debit Card,2.4,0,"Not as described, very unhappy.",1
CUST00968,65.0,Female,Chennai,66,7.88,99,38,0.348,10,463,3016.55,UPI,4.8,0,Best purchase this year!,0
CUST00969,34.0,Other,Ahmedabad,60,70.13,4,30,0.504,12,193,4652.08,Debit Card,4.1,6,"Perfect, exactly what I needed.",0
CUST00970,,Male,Chennai,115,3.07,42,14,0.515,5,1027,8795.29,UPI,,8,"It works, but nothing amazing.",1
CUST00971,53.0,Male,Delhi,194,8.78,96,46,0.992,21,348,3965.52,Debit Card,1.5,8,"Very disappointed, poor quality.",1
CUST00972,18.0,Female,Ahmedabad,15,32.63,70,41,0.233,13,826,6573.95,COD,,6,"Not as described, very unhappy.",1
CUST00973,25.0,Male,Kolkata,85,33.6,28,34,0.675,27,911,2132.98,Net Banking,3.7,1,"Product is okay, nothing special.",0
CUST00974,66.0,Female,Chennai,163,11.28,92,37,0.138,6,491,6602.97,Debit Card,4.3,6,"Loved it, will buy again.",0
CUST00975,52.0,Male,Jaipur,197,36.27,40,49,0.927,11,426,209.43,Credit Card,4.9,8,Best purchase this year!,1
CUST00976,69.0,Male,Jaipur,155,14.73,51,21,0.59,26,245,829.68,UPI,1.5,6,Never buying from here again.,0
CUST00977,32.0,Other,Ahmedabad,88,1.0,29,4,0.859,0,736,5070.84,UPI,1.6,1,Product broke after one day.,1
CUST00978,64.0,Female,Mumbai,7,5.32,42,47,0.895,9,684,2979.69,Debit Card,1.2,6,Product broke after one day.,1
CUST00979,39.0,Female,Kolkata,6,64.27,69,12,0.557,0,825,8811.46,UPI,2.0,3,"Very disappointed, poor quality.",1
CUST00980,,Male,Hyderabad,125,7.56,5,31,0.682,15,346,2092.56,Credit Card,4.3,7,"Great product, very happy!",0
CUST00981,43.0,Female,Kolkata,33,3.59,41,2,0.699,6,8,7288.06,COD,,2,Customer support was useless.,0
CUST00982,45.0,Female,Jaipur,58,34.39,61,14,0.46,27,68,748.96,Net Banking,3.2,4,"It works, but nothing amazing.",0
CUST00983,40.0,Female,Delhi,177,17.43,55,26,0.435,19,537,13306.78,Net Banking,2.8,2,Average quality for the price.,0
CUST00984,31.0,Female,Chennai,145,47.78,28,26,0.186,5,759,2710.2,UPI,2.3,6,Complete waste of money.,1
CUST00985,41.0,Female,Chennai,110,59.29,41,29,0.384,21,569,1312.68,Debit Card,3.5,2,"It works, but nothing amazing.",0
CUST00986,19.0,Male,Delhi,42,56.12,9,5,0.991,24,109,7783.09,UPI,3.0,9,"It works, but nothing amazing.",0
CUST00987,62.0,Male,Bangalore,94,11.26,29,24,0.27,17,491,14771.62,Credit Card,2.3,4,Never buying from here again.,0
CUST00988,43.0,Female,Ahmedabad,168,21.13,78,27,0.762,19,402,12510.17,Wallet,3.8,0,"Product is okay, nothing special.",0
CUST00989,31.0,Male,Jaipur,174,31.51,38,21,0.059,3,860,1358.64,Debit Card,2.1,3,"Terrible experience, won't return.",1
CUST00990,68.0,Female,Pune,199,11.66,62,3,0.467,22,136,5573.83,COD,3.6,5,"Product is okay, nothing special.",0
CUST00991,24.0,Male,Surat,198,1.26,54,14,0.058,15,941,3957.75,Credit Card,4.8,1,"Loved it, will buy again.",0
CUST00992,20.0,Female,Delhi,196,20.54,52,25,0.476,0,807,6456.82,COD,3.9,5,Average quality for the price.,1
CUST00993,64.0,Female,Delhi,129,1.0,34,17,0.028,20,633,3336.74,Debit Card,2.7,9,"Product is okay, nothing special.",1
CUST00994,40.0,Male,Kolkata,79,90.26,37,8,0.613,29,282,3172.16,COD,4.0,6,Best purchase this year!,0
CUST00995,63.0,Male,Ahmedabad,95,47.79,49,3,0.587,26,346,10715.39,Credit Card,4.2,7,Excellent quality and fast delivery.,0
CUST00996,60.0,Male,Ahmedabad,111,6.4,42,47,0.798,19,911,10249.66,Credit Card,2.3,2,"Terrible experience, won't return.",1
CUST00997,64.0,Female,Pune,97,10.17,14,49,0.583,1,287,7746.33,UPI,3.8,9,Average quality for the price.,1
CUST00998,62.0,Female,Surat,180,121.95,82,4,0.926,15,1067,6102.12,Wallet,2.7,2,"Decent product, met basic needs.",1
CUST00999,35.0,Male,Ahmedabad,163,14.03,33,44,0.783,20,554,5671.71,Debit Card,4.3,4,Highly recommend this product.,1
CUST01000,55.0,Female,Mumbai,119,45.94,98,5,0.133,8,842,289.11,Net Banking,2.2,2,Complete waste of money.,0
CUST01001,52.0,Male,Jaipur,69,17.76,92,11,0.265,14,164,6922.2,Wallet,4.8,8,"Perfect, exactly what I needed.",0
CUST01002,68.0,Male,Mumbai,133,59.87,87,30,0.026,23,341,5082.0,Net Banking,3.3,6,"It works, but nothing amazing.",0
CUST01003,32.0,Female,Bangalore,145,36.5,17,46,0.386,15,559,1800.63,COD,2.4,4,"Not as described, very unhappy.",0
CUST01004,42.0,Male,Jaipur,181,1.0,75,8,0.51,8,315,8576.81,Net Banking,2.7,4,"Product is okay, nothing special.",0
CUST01005,54.0,Male,Hyderabad,52,10.46,32,6,0.946,6,335,8932.28,Net Banking,2.4,0,Customer support was useless.,0
CUST01006,45.0,Male,Jaipur,142,24.49,79,28,0.522,9,874,13455.28,Credit Card,1.6,8,"Not as described, very unhappy.",1
CUST01007,27.0,Male,Jaipur,122,78.18,68,13,0.781,6,617,2709.5,Credit Card,1.3,1,"Terrible experience, won't return.",1
CUST01008,56.0,Male,Pune,29,3.23,39,19,0.268,29,130,4006.45,Credit Card,2.3,6,"Not as described, very unhappy.",0
CUST01009,34.0,Male,Mumbai,136,27.58,94,47,0.153,29,1044,11819.87,Net Banking,2.8,6,"Decent product, met basic needs.",1
CUST01010,56.0,Female,Surat,104,10.79,10,31,0.811,12,424,1904.85,COD,2.4,1,"Not as described, very unhappy.",0
CUST01011,39.0,Male,Kolkata,1,66.04,87,21,0.247,1,642,7963.95,Debit Card,1.1,7,Complete waste of money.,1
CUST01012,43.0,Female,Pune,29,43.47,24,35,0.871,11,966,24120.74,UPI,3.3,7,Average quality for the price.,1
CUST01013,61.0,Male,Jaipur,164,13.85,58,43,0.17,12,145,5276.84,COD,1.6,8,"Terrible experience, won't return.",0
CUST01014,42.0,Male,Kolkata,179,5.49,69,17,0.852,2,477,20584.17,Credit Card,1.8,1,Never buying from here again.,1
CUST01015,34.0,Female,Chennai,165,1.0,64,39,0.773,10,259,3626.41,COD,1.5,0,Never buying from here again.,0
CUST01016,30.0,Other,Kolkata,69,29.12,19,48,0.611,25,857,830.59,Debit Card,3.1,8,"Product is okay, nothing special.",1
CUST01017,37.0,Male,Delhi,53,15.63,8,24,0.85,7,809,965.47,Wallet,1.4,2,Complete waste of money.,1
CUST01018,42.0,Female,Pune,124,11.34,71,30,0.331,10,1003,6572.18,Credit Card,2.0,9,Product broke after one day.,1
CUST01019,21.0,Female,Pune,180,127.01,40,34,0.166,17,1019,4.55,Debit Card,2.8,1,Average quality for the price.,0
CUST01020,27.0,Female,Delhi,88,18.83,13,25,0.157,6,472,,Wallet,1.7,9,Never buying from here again.,0
CUST01021,20.0,Female,Chennai,83,41.57,27,3,0.27,11,87,820.08,UPI,2.8,1,Average quality for the price.,0
CUST01022,58.0,Male,Ahmedabad,12,5.86,82,41,0.446,5,858,20792.36,COD,2.4,1,Complete waste of money.,1
CUST01023,62.0,Male,Ahmedabad,52,1.0,88,47,0.876,27,896,890.42,UPI,4.4,7,Highly recommend this product.,1
CUST01024,35.0,Female,Ahmedabad,129,16.22,2,19,0.09,9,615,4019.99,Net Banking,4.2,2,"Loved it, will buy again.",0
CUST01025,64.0,Male,Ahmedabad,135,32.87,16,33,0.915,19,818,,COD,5.0,0,Best purchase this year!,0
CUST01026,53.0,Female,Mumbai,145,21.19,14,11,0.925,26,300,8560.02,Wallet,3.1,7,Average quality for the price.,0
CUST01027,64.0,Male,Delhi,127,66.35,17,15,0.727,14,166,3074.12,Net Banking,3.3,1,"It works, but nothing amazing.",0
CUST01028,39.0,Male,Chennai,171,17.07,60,41,0.9,19,336,13575.28,Debit Card,4.8,5,Amazing value for money!,0
CUST01029,51.0,Female,Jaipur,71,11.18,70,4,0.77,14,237,3272.0,Net Banking,2.6,7,Average quality for the price.,1
CUST01030,64.0,Male,Bangalore,17,74.33,99,43,0.528,18,779,1452.16,Wallet,3.2,9,"It works, but nothing amazing.",1
CUST01031,25.0,Female,Pune,187,15.67,17,34,0.601,29,246,4495.14,Wallet,2.5,8,Product broke after one day.,0
CUST01032,57.0,Female,Kolkata,3,9.43,45,43,0.628,5,893,5364.8,Debit Card,3.2,0,"Product is okay, nothing special.",1
CUST01033,66.0,Female,Ahmedabad,29,3.08,38,26,0.127,18,93,,UPI,1.3,8,"Very disappointed, poor quality.",0
CUST01034,61.0,Female,Kolkata,22,47.3,64,0,0.193,14,260,6605.94,Credit Card,4.1,7,Amazing value for money!,0
CUST01035,36.0,Female,Bangalore,166,52.3,6,33,0.523,24,523,2729.51,UPI,4.9,5,"Loved it, will buy again.",0
CUST01036,59.0,Female,Pune,54,1.02,60,42,0.115,19,1028,21.73,Net Banking,1.3,4,"Terrible experience, won't return.",1
CUST01037,58.0,Female,Hyderabad,107,13.33,49,31,0.965,19,337,1536.29,Debit Card,4.2,5,Best purchase this year!,0
CUST01038,54.0,Male,Surat,178,,21,43,0.507,17,651,14585.1,Net Banking,2.0,1,Never buying from here again.,0
CUST01039,23.0,Male,Chennai,69,87.78,99,38,0.38,1,187,7203.19,Wallet,1.8,2,Complete waste of money.,0
CUST01040,69.0,Male,Mumbai,158,14.24,23,32,0.158,6,185,1050.73,Credit Card,3.8,8,Average quality for the price.,0
CUST01041,43.0,Male,Kolkata,151,61.68,76,30,0.417,4,612,,COD,1.2,2,Customer support was useless.,1
CUST01042,51.0,Female,Ahmedabad,120,15.01,57,12,0.302,2,353,2160.05,COD,2.9,9,Average quality for the price.,1
CUST01043,62.0,Female,Delhi,47,,64,44,0.088,5,892,9048.66,COD,1.0,6,Worst purchase ever made.,1
CUST01044,23.0,Female,Kolkata,149,1.0,29,1,0.967,5,343,560.13,Net Banking,3.2,3,Okay experience overall.,1
CUST01045,54.0,Male,Pune,20,12.02,27,29,0.265,0,361,3919.23,COD,2.8,8,Average quality for the price.,1
CUST01046,50.0,Female,Hyderabad,151,,6,9,0.69,18,971,1607.92,Debit Card,4.7,3,"Loved it, will buy again.",1
CUST01047,39.0,Male,Chennai,196,87.08,21,22,0.091,11,280,6477.79,Credit Card,3.9,9,Okay experience overall.,0
CUST01048,38.0,Female,Delhi,149,6.92,71,32,0.913,4,530,2.05,Wallet,1.5,9,"Not as described, very unhappy.",1
CUST01049,23.0,Female,Surat,21,14.45,41,38,0.591,26,707,1622.93,UPI,2.4,5,"Terrible experience, won't return.",1
CUST01050,23.0,Male,Pune,1,1.0,80,44,0.657,28,845,5685.47,Wallet,4.7,1,Super satisfied with purchase.,0
CUST01051,65.0,Male,Hyderabad,143,,5,28,0.782,26,164,3956.56,Debit Card,3.9,6,Okay experience overall.,0
CUST01052,21.0,Male,Delhi,17,74.0,15,29,0.606,6,908,7544.92,Credit Card,3.4,2,"Decent product, met basic needs.",1
CUST01053,47.0,Female,Surat,51,8.15,21,33,0.071,19,661,857.95,UPI,3.2,0,Average quality for the price.,0
CUST01054,28.0,Female,Kolkata,191,16.81,58,38,0.43,27,1052,3785.5,COD,2.6,6,Okay experience overall.,1
CUST01055,47.0,Female,Pune,14,3.91,4,16,0.262,7,992,1089.35,UPI,3.3,4,"Decent product, met basic needs.",1
CUST01056,48.0,Male,Jaipur,59,18.31,69,21,0.487,18,412,5097.44,Net Banking,4.1,6,Best purchase this year!,0
CUST01057,41.0,Male,Surat,83,4.29,7,4,0.404,5,597,,Net Banking,1.5,0,Worst purchase ever made.,0
CUST01058,26.0,Female,Hyderabad,50,22.23,35,10,0.827,14,838,804.92,COD,4.9,4,"Great product, very happy!",1
CUST01059,20.0,Female,Jaipur,124,39.8,36,21,0.247,5,675,1989.01,COD,2.0,1,Complete waste of money.,0
CUST01060,68.0,Male,Jaipur,34,24.18,15,31,0.201,8,955,,Debit Card,2.8,0,Average quality for the price.,1
CUST01061,48.0,Male,Mumbai,6,8.44,92,23,0.958,3,671,3451.35,Debit Card,1.1,5,"Not as described, very unhappy.",1
CUST01062,57.0,Female,Hyderabad,109,13.1,2,10,0.95,15,653,,Wallet,3.2,4,"It works, but nothing amazing.",1
CUST01063,54.0,Male,Jaipur,49,30.53,57,10,0.993,22,618,3163.21,Net Banking,2.5,3,Complete waste of money.,1
CUST01064,53.0,Male,Kolkata,6,26.73,5,16,0.568,9,423,233.56,Credit Card,2.0,0,"Not as described, very unhappy.",0
CUST01065,41.0,Male,Pune,117,4.41,71,31,0.113,0,793,2103.86,Debit Card,4.9,4,"Loved it, will buy again.",0
CUST01066,48.0,Female,Pune,118,55.92,86,18,0.88,10,1090,316.73,Credit Card,2.7,6,Okay experience overall.,1
CUST01067,23.0,Female,Kolkata,197,19.34,95,26,0.145,16,528,628.29,Wallet,2.7,0,"Product is okay, nothing special.",0
CUST01068,19.0,Female,Mumbai,7,5.32,32,31,0.156,17,799,487.09,Net Banking,2.9,3,"Decent product, met basic needs.",0
CUST01069,,Female,Chennai,97,3.93,72,24,0.193,19,829,860.44,Debit Card,1.5,5,"Very disappointed, poor quality.",1
CUST01070,,Female,Mumbai,179,101.05,41,27,0.653,27,582,8381.11,Credit Card,2.6,7,"Product is okay, nothing special.",0
CUST01071,28.0,Male,Pune,118,9.92,42,39,0.107,21,738,4938.56,Wallet,2.3,6,Never buying from here again.,0
CUST01072,21.0,Female,Chennai,129,71.77,75,26,0.778,19,870,3534.01,Credit Card,2.9,6,Okay experience overall.,1
CUST01073,32.0,Male,Mumbai,141,15.86,65,13,0.058,14,1043,6588.65,Debit Card,4.4,7,"Great product, very happy!",1
CUST01074,23.0,Female,Jaipur,171,14.63,40,41,0.11,5,826,16249.74,COD,1.8,6,Complete waste of money.,1
CUST01075,66.0,Male,Chennai,27,36.21,83,38,0.434,15,1065,2703.63,Wallet,,3,Okay experience overall.,1
CUST01076,47.0,Male,Pune,199,1.0,38,1,0.379,1,362,2289.68,Wallet,1.2,5,Complete waste of money.,1
CUST01077,55.0,Male,Kolkata,116,12.38,42,16,0.99,24,608,19032.36,UPI,2.3,1,Never buying from here again.,0
CUST01078,68.0,Male,Ahmedabad,131,10.81,37,0,0.967,26,432,7377.38,COD,2.9,7,"Product is okay, nothing special.",1
CUST01079,19.0,Male,Jaipur,58,60.77,56,44,0.19,2,1063,7505.41,Wallet,1.3,2,Never buying from here again.,1
CUST01080,32.0,Male,Jaipur,89,22.59,71,31,0.947,22,739,4580.73,UPI,3.2,3,"Decent product, met basic needs.",1
CUST01081,28.0,Other,Ahmedabad,97,13.6,55,18,0.692,16,552,3536.32,Credit Card,2.2,1,"Not as described, very unhappy.",1
CUST01082,25.0,Male,Surat,17,9.28,89,13,0.409,7,988,3999.12,Debit Card,5.0,8,Excellent quality and fast delivery.,1
CUST01083,43.0,Female,Bangalore,173,26.79,54,30,0.74,19,836,5278.99,Wallet,,1,Okay experience overall.,1
CUST01084,68.0,Female,Delhi,101,4.93,22,17,0.9,29,233,2364.75,Net Banking,,5,"Very disappointed, poor quality.",0
CUST01085,62.0,Other,Hyderabad,186,8.48,27,13,0.18,26,18,7623.07,Debit Card,1.4,2,Complete waste of money.,0
CUST01086,61.0,Female,Mumbai,184,10.43,47,46,0.196,27,863,11996.63,COD,1.2,5,"Not as described, very unhappy.",0
CUST01087,22.0,Female,Bangalore,182,28.09,38,13,0.409,14,965,4234.8,UPI,1.4,3,Product broke after one day.,1
CUST01088,23.0,Male,Mumbai,29,14.02,39,23,0.169,12,120,2402.09,Debit Card,3.7,7,"It works, but nothing amazing.",0
CUST01089,43.0,Male,Bangalore,102,21.14,15,4,0.36,20,177,5946.9,UPI,4.4,2,Amazing value for money!,0
CUST01090,21.0,Male,Chennai,123,31.53,66,15,0.646,22,354,1005.47,COD,1.6,7,"Not as described, very unhappy.",1
CUST01091,36.0,Female,Kolkata,54,93.89,61,4,0.813,18,44,17300.38,COD,2.6,2,"Product is okay, nothing special.",0
CUST01092,37.0,Female,Hyderabad,27,43.42,60,12,0.302,24,872,5364.54,Debit Card,2.4,4,"Very disappointed, poor quality.",1
CUST01093,50.0,Male,Hyderabad,102,15.59,8,15,0.282,24,170,349.8,Wallet,3.6,1,"Decent product, met basic needs.",0
CUST01094,37.0,Male,Mumbai,117,41.38,44,14,0.78,23,64,3772.45,Net Banking,1.7,5,Worst purchase ever made.,0
CUST01095,66.0,Female,Ahmedabad,104,89.69,43,30,0.381,0,642,6938.29,Wallet,4.8,6,"Loved it, will buy again.",1
CUST01096,29.0,Male,Chennai,45,20.76,6,4,0.818,27,1007,1627.58,Net Banking,3.9,7,"Decent product, met basic needs.",1
CUST01097,64.0,Female,Surat,114,15.85,84,20,0.993,28,28,261.68,UPI,4.8,3,"Great product, very happy!",0
CUST01098,18.0,Female,Hyderabad,87,2.44,27,29,0.98,11,478,3358.52,Debit Card,2.1,8,Never buying from here again.,1
CUST01099,43.0,Female,Delhi,31,66.87,45,22,0.663,17,157,8967.54,Credit Card,3.4,1,"Decent product, met basic needs.",0
CUST01100,31.0,Female,Mumbai,164,8.49,23,37,0.375,17,1032,1448.65,COD,3.9,7,Average quality for the price.,1
CUST01101,55.0,Female,Jaipur,189,1.98,81,28,0.065,2,971,6311.77,Wallet,3.8,5,"Decent product, met basic needs.",1
CUST01102,54.0,Female,Delhi,37,23.11,13,12,0.738,17,115,,UPI,1.1,3,Product broke after one day.,0
CUST01103,28.0,Female,Pune,195,56.1,68,31,0.978,16,273,,COD,5.0,1,Highly recommend this product.,0
CUST01104,53.0,Female,Mumbai,36,15.66,84,47,0.068,10,222,1811.76,UPI,4.7,3,Best purchase this year!,0
CUST01105,30.0,Male,Mumbai,119,45.85,64,41,0.006,4,874,1883.68,Debit Card,1.5,2,"Very disappointed, poor quality.",0
CUST01106,,Male,Jaipur,5,54.31,25,26,0.832,21,91,11751.75,UPI,3.2,3,"Product is okay, nothing special.",0
CUST01107,20.0,Male,Chennai,174,18.18,86,33,0.102,28,187,20017.45,UPI,2.3,3,Complete waste of money.,0
CUST01108,,Male,Jaipur,52,26.82,52,44,0.082,6,945,1177.14,Credit Card,4.5,6,Highly recommend this product.,1
CUST01109,23.0,Female,Hyderabad,49,22.9,48,48,0.91,25,930,2815.1,UPI,3.8,0,Okay experience overall.,1
CUST01110,67.0,Female,Kolkata,6,84.0,61,32,0.08,22,436,18797.25,Net Banking,1.9,8,"Very disappointed, poor quality.",0
CUST01111,27.0,Male,Mumbai,123,38.78,17,3,0.114,17,792,2615.07,UPI,1.1,4,Worst purchase ever made.,1
CUST01112,22.0,Male,Pune,138,77.85,40,17,0.57,28,961,2147.54,UPI,2.2,2,Complete waste of money.,1
CUST01113,40.0,Other,Ahmedabad,118,7.45,75,5,0.757,6,837,582.0,Debit Card,1.2,6,Worst purchase ever made.,1
CUST01114,27.0,Male,Mumbai,23,11.14,89,27,0.4,17,532,6997.6,UPI,1.6,6,"Not as described, very unhappy.",0
CUST01115,61.0,Male,Jaipur,145,2.21,69,43,0.421,1,430,2962.04,Credit Card,3.5,7,"Product is okay, nothing special.",1
CUST01116,,Female,Bangalore,110,20.79,85,26,0.633,27,315,5089.72,Debit Card,4.0,9,Highly recommend this product.,0
CUST01117,30.0,Female,Mumbai,44,62.13,26,25,0.505,5,9,,COD,2.9,3,"Product is okay, nothing special.",0
CUST01118,57.0,Male,Mumbai,41,11.87,80,19,0.019,21,492,959.06,Net Banking,3.4,8,Okay experience overall.,0
CUST01119,19.0,Male,Pune,143,4.12,56,12,0.114,7,166,970.17,Net Banking,1.6,1,Customer support was useless.,0
CUST01120,37.0,Male,Pune,172,,40,27,0.582,20,60,14046.79,COD,2.3,5,"Very disappointed, poor quality.",0
CUST01121,18.0,Female,Mumbai,186,17.8,85,33,0.794,20,214,11014.57,UPI,3.9,2,"Product is okay, nothing special.",0
CUST01122,,Female,Bangalore,50,5.37,96,48,0.763,25,892,4716.18,Credit Card,2.5,7,Complete waste of money.,1
CUST01123,26.0,Male,Kolkata,52,12.74,68,22,0.74,16,861,6.23,Credit Card,2.4,7,Customer support was useless.,1
CUST01124,34.0,Female,Surat,70,51.44,8,9,0.771,3,655,2839.59,Credit Card,1.8,5,Never buying from here again.,1
CUST01125,26.0,Female,Bangalore,196,14.54,73,29,0.044,16,215,3779.67,Credit Card,3.4,3,Okay experience overall.,0
CUST01126,28.0,Male,Bangalore,191,28.24,45,21,0.895,25,171,2984.08,UPI,4.2,7,"Great product, very happy!",0
CUST01127,32.0,Female,Bangalore,186,20.92,17,4,0.889,15,628,12981.39,COD,2.9,5,"It works, but nothing amazing.",1
CUST01128,41.0,Female,Kolkata,151,,41,43,0.532,20,248,208.62,COD,1.5,8,Customer support was useless.,0
CUST01129,55.0,Male,Chennai,172,5.09,77,49,0.249,14,401,5320.02,Net Banking,4.4,6,"Loved it, will buy again.",0
CUST01130,52.0,Male,Chennai,109,75.94,9,8,0.592,14,167,1883.2,COD,1.3,8,"Terrible experience, won't return.",0
CUST01131,47.0,Female,Bangalore,118,30.95,70,42,0.558,7,279,4098.96,Credit Card,2.9,7,Okay experience overall.,0
CUST01132,48.0,Female,Surat,109,9.48,91,3,0.223,16,244,5334.37,UPI,2.0,3,"Not as described, very unhappy.",0
CUST01133,66.0,Female,Jaipur,95,3.95,24,41,0.603,29,901,2906.43,Debit Card,4.7,5,"Loved it, will buy again.",0
CUST01134,22.0,Female,Delhi,44,4.87,73,0,0.797,18,455,803.04,Debit Card,4.0,6,Highly recommend this product.,1
